Iteration,Loss,Urbs_1,Urbs_2,Urbs_3,Urbs_4,Urbs_5,Urbs_6,Urbs_7,Urbs_8,Civitas_1,Civitas_2
0,0.024094487704692302,0.09886946895158842,0.03195549787954415,0.14091693498527544,0.09417358534667501,0.1876154761624814,0.24773091124262053,0.11576566810348453,0.08297245732833049,0.3341036659968148,0.6658963340031853
1,0.024095328605418395,0.16789939264474313,0.029507588831744733,0.13012217780643537,0.0869595412249777,0.1732434384199768,0.22875380935748302,0.10689759077158766,0.07661646094305155,0.3341036659968148,0.6658963340031853
2,0.02409345498297,0.09129570281876141,0.10611127865772646,0.13012217780643537,0.0869595412249777,0.1732434384199768,0.22875380935748302,0.10689759077158766,0.07661646094305155,0.3341036659968148,0.6658963340031853
3,0.02409416883330134,0.08479973056150135,0.09856113225366885,0.1920166813340864,0.0807721003065051,0.16091663075015025,0.21247726672240733,0.09929149582319023,0.07116496224849049,0.3341036659968148,0.6658963340031853
4,0.024096042180787074,0.08479973056150135,0.09856113225366885,0.12086358149809782,0.15192520014249367,0.16091663075015025,0.21247726672240733,0.09929149582319023,0.07116496224849049,0.3341036659968148,0.6658963340031853
5,0.02409320766885307,0.08479973056150135,0.09856113225366886,0.12086358149809784,0.08077210030650511,0.23206973058613883,0.21247726672240735,0.09929149582319023,0.0711649622484905,0.3341036659968148,0.6658963340031853
6,0.02409582984174747,0.07916676950707197,0.09201404754255972,0.1128350200513858,0.07540668119139333,0.2166541184651126,0.26478975470623617,0.09269589551521012,0.06643771302103037,0.3341036659968148,0.6658963340031853
7,0.024098102050990028,0.07916676950707197,0.09201404754255972,0.1128350200513858,0.07540668119139333,0.2166541184651126,0.1983631161175197,0.15912253410392663,0.06643771302103037,0.3341036659968148,0.6658963340031853
8,0.024093646373235834,0.07916676950707197,0.09201404754255972,0.1128350200513858,0.07540668119139333,0.2166541184651126,0.1983631161175197,0.09269589551521012,0.13286435160974688,0.3341036659968148,0.6658963340031853
9,0.024094733508896564,0.08479973056150135,0.09856113225366886,0.12086358149809784,0.08077210030650511,0.23206973058613883,0.21247726672240735,0.09929149582319023,0.0711649622484905,0.4562083873271983,0.5437916126728016
10,0.024094783469455983,0.08479973056150135,0.09856113225366886,0.12086358149809784,0.08077210030650511,0.23206973058613883,0.21247726672240735,0.09929149582319023,0.0711649622484905,0.272839422677215,0.727160577322785
11,0.024094662517459356,0.08571650403637082,0.12374934267336009,0.12798668940963417,0.060209033983757675,0.2651638149072725,0.20859176602085377,0.053444424493590714,0.07513842447516032,0.3157888910715042,0.6842111089284958
12,0.02409165334056481,0.08173481171902722,0.09859360639210951,0.11736197587874464,0.11241239693002818,0.22823984616195978,0.20387636091185612,0.08871068093546779,0.06907032107080675,0.3312377568932992,0.6687622431067008
13,0.024095763052741387,0.11271236644720285,0.09633829596401793,0.11325982697413195,0.11141639067754973,0.22145532157067901,0.19574204966352274,0.08243319867805345,0.06664255002484228,0.33000058866614496,0.669999411333855
14,0.024096100974515935,0.08376972833111482,0.09087264491959927,0.10556291917667109,0.11521108024631027,0.23392223588950803,0.20895218337851415,0.0909192727766742,0.07078993528160807,0.3312377568932992,0.6687622431067008
15,0.024090364267053965,0.07436768239428056,0.08232988421502152,0.14657488117407294,0.1149644596295798,0.22784931054425903,0.20110077680465113,0.08429921016474137,0.0685137950733936,0.3298291533095339,0.670170846690466
16,0.024093480802434585,0.07490146518978807,0.08292081665146765,0.1476269396395966,0.11578963057305143,0.22948472579482393,0.1870834755351772,0.0931873857126031,0.06900556090349183,0.3298291533095339,0.670170846690466
17,0.02409370800869813,0.06012889058222581,0.10069957526152257,0.15379049967630748,0.114478428876696,0.21847319712869923,0.2096479003949695,0.07776507873893491,0.0650164293406444,0.32749843263568296,0.672501567364317
18,0.02409221612499114,0.07783752922608597,0.0808758787280123,0.14573382236219523,0.11392144118946858,0.22578214097524602,0.20107158590770038,0.08688539995810614,0.0678922016531853,0.3488160850665471,0.6511839149334528
19,0.024094805938508653,0.1011126952669268,0.08183070188269123,0.15041624755850866,0.11264422694425044,0.2201717450773394,0.1959635169212497,0.07190384008278121,0.06595702626625242,0.3175996788415093,0.6824003211584906
20,0.024096206974623564,0.07470609620904328,0.08039423735808474,0.1452610933973598,0.11455476545377721,0.22703733320977332,0.20226580756963414,0.08751103155792918,0.06826963524439826,0.2892046987338678,0.7107953012661322
21,0.02409945711792079,0.06567484094417805,0.06926028886950208,0.1433746160687468,0.12276473525747059,0.23691670898839298,0.21632927641197203,0.07495432497937247,0.0707252084803649,0.3741192822307852,0.6258807177692148
22,0.024095478086502597,0.07476122913606399,0.07777808576848969,0.14423629081235959,0.11734978829874487,0.22201993879219664,0.20139022014455135,0.09570353145701901,0.06676091559057484,0.33417696900376614,0.6658230309962339
23,0.024095412219316378,0.0706145951065679,0.09759480361715,0.15522052087962648,0.1142849810987544,0.23167919765094236,0.17374484044772862,0.08744538951009333,0.06941567168913682,0.3453575215740631,0.6546424784259369
24,0.02409285115351082,0.0757666799267099,0.08366174168838887,0.14900252543966394,0.1166847399550961,0.23201993583517247,0.20473797637010835,0.08608033010151672,0.05204607068334364,0.3290497380448568,0.6709502619551432
25,0.024095803855624463,0.06858623870165681,0.07663141133850203,0.1441781634374762,0.11562760757418157,0.23375012445060545,0.20326269462448945,0.08019428205774524,0.07776947781534324,0.25154947339264955,0.7484505266073505
26,0.024094640250090348,0.07314947561776583,0.08079004532530074,0.14394221970693527,0.11288344176622371,0.24096220980954913,0.19761201860847333,0.08333557672644487,0.06732501243930705,0.32972845295803793,0.6702715470419621
27,0.024093919281489108,0.07264903182178331,0.07473572352067218,0.143734445610378,0.1211378362205222,0.21192826990542277,0.19646341514227808,0.10958804141668357,0.06976323636225994,0.31849950239222985,0.6815004976077701
28,0.024095939320364995,0.07486823525667453,0.08246661507969227,0.15023038921217302,0.09946983852662492,0.22821996144598217,0.20582001781727238,0.0886658754879216,0.07025906717365915,0.33064722678861513,0.6693527732113849
29,0.024092757927762287,0.0738899970524098,0.08041088230366249,0.145524074847426,0.11794587292497477,0.22381839135152296,0.19950059762442512,0.09024400408722365,0.06866617980835518,0.3269183632115285,0.6730816367884715
30,0.024094303704840957,0.07734059142265584,0.08261226978912663,0.14703356831848768,0.11465056710619262,0.2265968255391773,0.20040252521959107,0.08329496027736577,0.06806869232740312,0.3333591247601386,0.6666408752398614
31,0.024097073072303007,0.07227586511809862,0.08178276622262415,0.1460184433107652,0.11692384302027305,0.22868727268486128,0.20195737414266496,0.08206026079824338,0.07029417470246938,0.31523138826653274,0.6847686117334671
32,0.02409646747691203,0.07352701005457414,0.08075008923772599,0.15027418974456613,0.1152363377796957,0.22800380853681726,0.1997323843739523,0.08396999037263521,0.06850618990003317,0.33032720183139513,0.6696727981686048
33,0.024093580371246853,0.07236972577289288,0.08762352077576767,0.14418681688950213,0.11503566614665553,0.22854544042319636,0.1970267193155765,0.08616542936581037,0.06904668131059861,0.3372964039646069,0.6627035960353931
34,0.02409405377180459,0.07296880865926698,0.08497336439785991,0.1475469199589988,0.11463946078004374,0.226456768398296,0.20154282269455326,0.08383710968001908,0.06803474543096223,0.32743923667172625,0.6725607633282736
35,0.024094410840208715,0.07096261692619112,0.08047842757967444,0.14420936531239478,0.11663572993662377,0.22855462980416472,0.20685665683923973,0.08331675432586656,0.06898581927584488,0.3404556336539023,0.6595443663460977
36,0.024095028101898862,0.07311969913674742,0.08196640629310858,0.14704059928408889,0.11183849838460024,0.22844043885600376,0.2022722668637036,0.08649534024924224,0.06882675093250534,0.3282902913347553,0.6717097086652447
37,0.024093590598265213,0.08172148494666527,0.08267496729599971,0.1433037312400128,0.11421239730567231,0.2262417899490868,0.20092044535277637,0.08222474065683946,0.06870044325294726,0.3303674680049485,0.6696325319950516
38,0.02409746663039571,0.07418380316033195,0.08177217245150979,0.1451673211669228,0.11516080345529953,0.23099375875424882,0.20011661054333688,0.08432814058013936,0.06827738988821076,0.3287170145799664,0.6712829854200336
39,0.02409846213619299,0.07411862488543156,0.08257519146801016,0.14683855195122958,0.1151966325925761,0.2283653886290887,0.20137099944577175,0.0841678374732197,0.06736677355467248,0.32798102387756434,0.6720189761224356
40,0.024095009184491218,0.07534842148434838,0.0822102628603152,0.1464274861894855,0.1155372828881093,0.22769293915310473,0.20170925549775234,0.08525949490656969,0.06581485702031484,0.3324006203827766,0.6675993796172233
41,0.0240927201771257,0.07383582802827575,0.08422281051564236,0.14554163559498767,0.11516365418298048,0.2272418526241802,0.198863487946974,0.08476233346239956,0.07036839764455995,0.3346746411890958,0.6653253588109042
42,0.024093405418053104,0.07437266959272526,0.08169082346270831,0.14613757127462276,0.11577308870646014,0.2266632279458954,0.2008528396324514,0.08556550981472649,0.06894426957041014,0.328721476210625,0.671278523789375
43,0.024093815342589656,0.07481909536225524,0.08239170758410182,0.14669347862232113,0.11461258680270561,0.22767116557017267,0.20099537514281116,0.08448573739124089,0.06833085352439154,0.3312919441665011,0.6687080558334989
44,0.024094277426666873,0.07511145581461728,0.08204086168056128,0.14629779323769176,0.1146980205499305,0.2275210228332546,0.20160759063875938,0.08313019054958297,0.06959306469560217,0.3284063811261116,0.6715936188738885
45,0.024095817053945135,0.07320523591210049,0.08186840706456838,0.1463779877715588,0.11549525340324181,0.2279961930872918,0.20236638787068537,0.0839347136761306,0.06875582121442271,0.33256748039045797,0.667432519609542
46,0.024096383520884022,0.07426998888485327,0.0822345639746341,0.14625105546604172,0.11499148724667842,0.2285992869226336,0.20073354869815963,0.08433240392028432,0.06858766488671496,0.3294271796390178,0.6705728203609822
47,0.024096049524932037,0.07454573151606206,0.08236786363977154,0.14654167203339122,0.11533963947930817,0.22778578537000216,0.20101208791830524,0.08411374280492714,0.0682934772382325,0.3300957256288249,0.6699042743711752
48,0.02409384941646971,0.07426080118675031,0.08232170924544563,0.14665327078495274,0.11444967437703937,0.22780299983922886,0.20138684170803461,0.08486376448735947,0.06826093837118907,0.3297621660421836,0.6702378339578164
49,0.024095746584315254,0.07424399190939159,0.08255284098133232,0.14669925191489488,0.11490852217285752,0.2276969314689893,0.20124973932647602,0.08423225754703478,0.0684164646790235,0.32940321163990316,0.6705967883600968
